"Code du département";"Libellé du département";"Code de la circonscription";"registered";"voted";"whites";"void";"N°Liste 1";"Nuance Liste 1";"Libellé Abrégé Liste 1";"Libellé Etendu Liste 1";"Nom Tête de Liste 1";"Voix 1";"N°Liste 2";"Nuance Liste 2";"Libellé Abrégé Liste 2";"Libellé Etendu Liste 2";"Nom Tête de Liste 2";"Voix 2";"N°Liste 3";"Nuance Liste 3";"Libellé Abrégé Liste 3";"Libellé Etendu Liste 3";"Nom Tête de Liste 3";"Voix 3";"N°Liste 4";"Nuance Liste 4";"Libellé Abrégé Liste 4";"Libellé Etendu Liste 4";"Nom Tête de Liste 4";"Voix 4"
77;"SEINE ET MARNE";6;76799;39697;1021;533;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";11732;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";14934;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";11477;;;;;;
77;"SEINE ET MARNE";7;83536;44858;1024;610;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";14820;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";16737;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";11667;;;;;;
77;"SEINE ET MARNE";8;86054;45009;1003;546;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";16689;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";18464;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";8307;;;;;;
77;"SEINE ET MARNE";9;84405;44045;1005;573;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";15126;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";17251;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";10090;;;;;;
77;"SEINE ET MARNE";10;78639;38615;860;575;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";16762;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";13694;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";6724;;;;;;
77;"SEINE ET MARNE";11;64384;31978;1141;278;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";13806;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";10026;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";6727;;;;;;
78;"YVELINES";1;84961;48733;841;468;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";16125;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";26550;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";4749;;;;;;
78;"YVELINES";2;86309;52299;932;474;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";16817;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";28841;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";5235;;;;;;
78;"YVELINES";3;84899;49285;800;389;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";13079;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";30472;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";4545;;;;;;
78;"YVELINES";4;79402;45843;866;447;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";15394;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";24732;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";4404;;;;;;
78;"YVELINES";5;74083;41064;729;383;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";13128;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";22683;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";4141;;;;;;
78;"YVELINES";6;77081;40930;655;405;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";12612;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";22674;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";4584;;;;;;
78;"YVELINES";7;80782;44464;1002;502;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";16558;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";18993;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";7409;;;;;;
78;"YVELINES";8;73104;37288;886;601;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";13442;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";13289;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";9070;;;;;;
78;"YVELINES";9;90773;50570;1087;697;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";16025;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";21292;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";11469;;;;;;
78;"YVELINES";10;88387;53498;1154;675;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";18024;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";25357;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";8288;;;;;;
78;"YVELINES";11;67627;35009;810;418;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";14844;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";14456;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";4481;;;;;;
78;"YVELINES";12;68445;38633;848;438;2;"LUG";"LA GAUCHE AVEC BARTOLONE";"LA GAUCHE ET LES ÉCOLOGISTES RASSEMBLÉS AVEC CLAUDE BARTOLONE";"BARTOLONE Claude";13227;10;"LUD";"LISTE PECRESSE";"L'alternance avec Valérie Pécresse";"PECRESSE Valérie";18991;12;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"DE SAINT JUST Wallerand";5129;;;;;;
79;"DEUX SEVRES";1;89131;49538;1227;909;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";22951;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";16731;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";7720;;;;;;
79;"DEUX SEVRES";2;97100;55416;1485;1213;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";23125;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";18051;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";11542;;;;;;
79;"DEUX SEVRES";3;85389;47305;1231;1253;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";15528;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";18581;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";10712;;;;;;
80;"SOMME";1;84137;51730;2901;2010;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";27292;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";19527;;;;;;;;;;;;
80;"SOMME";2;73927;46924;2478;1337;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";30009;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";13100;;;;;;;;;;;;
80;"SOMME";3;84377;55783;3446;2270;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";25864;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";24203;;;;;;;;;;;;
80;"SOMME";4;83986;56478;3054;1777;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";27256;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";24391;;;;;;;;;;;;
80;"SOMME";5;82079;52658;2543;1545;6;"LUD";"AVEC XAVIER BERTRAND";"Avec Xavier Bertrand notre région au travail";"BERTRAND Xavier";24991;2;"LFN";"UNE RÉGION FIÈRE";"UNE RÉGION FIÈRE ET ENRACINÉE";"LE PEN Marine";23579;;;;;;;;;;;;
81;"TARN";1;83696;53117;1277;1358;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";21233;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";12975;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";16274;;;;;;
81;"TARN";2;103930;66779;1742;1895;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";30268;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";12355;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";20519;;;;;;
81;"TARN";3;100526;64710;1519;1420;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";24926;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";15515;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";21330;;;;;;
82;"TARN ET GARONNE";1;88300;56284;1312;1503;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";21412;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";13160;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";18897;;;;;;
82;"TARN ET GARONNE";2;91999;58010;1352;1584;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";21434;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";11650;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";21990;;;;;;
83;"VAR";1;74115;40149;2022;698;6;"LUD";"CA VA CHANGER";"Ca Va Changer";"ESTROSI Christian";22190;5;"LFN";"LA FRANCE PLEIN SUD !";"La France plein Sud !";"MARÉCHAL-LE PEN Marion";15239;;;;;;;;;;;;
83;"VAR";2;89457;51989;2734;1174;6;"LUD";"CA VA CHANGER";"Ca Va Changer";"ESTROSI Christian";25456;5;"LFN";"LA FRANCE PLEIN SUD !";"La France plein Sud !";"MARÉCHAL-LE PEN Marion";22625;;;;;;;;;;;;
83;"VAR";3;99577;60971;2998;1509;6;"LUD";"CA VA CHANGER";"Ca Va Changer";"ESTROSI Christian";30880;5;"LFN";"LA FRANCE PLEIN SUD !";"La France plein Sud !";"MARÉCHAL-LE PEN Marion";25584;;;;;;;;;;;;
83;"VAR";4;104173;63360;2506;1418;6;"LUD";"CA VA CHANGER";"Ca Va Changer";"ESTROSI Christian";28519;5;"LFN";"LA FRANCE PLEIN SUD !";"La France plein Sud !";"MARÉCHAL-LE PEN Marion";30917;;;;;;;;;;;;
83;"VAR";5;93187;57873;1767;1246;6;"LUD";"CA VA CHANGER";"Ca Va Changer";"ESTROSI Christian";26657;5;"LFN";"LA FRANCE PLEIN SUD !";"La France plein Sud !";"MARÉCHAL-LE PEN Marion";28203;;;;;;;;;;;;
83;"VAR";6;114649;69225;3899;1718;6;"LUD";"CA VA CHANGER";"Ca Va Changer";"ESTROSI Christian";30277;5;"LFN";"LA FRANCE PLEIN SUD !";"La France plein Sud !";"MARÉCHAL-LE PEN Marion";33331;;;;;;;;;;;;
83;"VAR";7;102619;59833;3158;1244;6;"LUD";"CA VA CHANGER";"Ca Va Changer";"ESTROSI Christian";28686;5;"LFN";"LA FRANCE PLEIN SUD !";"La France plein Sud !";"MARÉCHAL-LE PEN Marion";26745;;;;;;;;;;;;
83;"VAR";8;102225;62734;3505;1618;6;"LUD";"CA VA CHANGER";"Ca Va Changer";"ESTROSI Christian";27529;5;"LFN";"LA FRANCE PLEIN SUD !";"La France plein Sud !";"MARÉCHAL-LE PEN Marion";30082;;;;;;;;;;;;
84;"VAUCLUSE";1;72574;42901;3062;1130;6;"LUD";"CA VA CHANGER";"Ca Va Changer";"ESTROSI Christian";21569;5;"LFN";"LA FRANCE PLEIN SUD !";"La France plein Sud !";"MARÉCHAL-LE PEN Marion";17140;;;;;;;;;;;;
84;"VAUCLUSE";2;82657;51733;3313;1402;6;"LUD";"CA VA CHANGER";"Ca Va Changer";"ESTROSI Christian";23182;5;"LFN";"LA FRANCE PLEIN SUD !";"La France plein Sud !";"MARÉCHAL-LE PEN Marion";23836;;;;;;;;;;;;
84;"VAUCLUSE";3;74433;47330;2453;1319;6;"LUD";"CA VA CHANGER";"Ca Va Changer";"ESTROSI Christian";18782;5;"LFN";"LA FRANCE PLEIN SUD !";"La France plein Sud !";"MARÉCHAL-LE PEN Marion";24776;;;;;;;;;;;;
84;"VAUCLUSE";4;87503;55097;3557;1241;6;"LUD";"CA VA CHANGER";"Ca Va Changer";"ESTROSI Christian";22360;5;"LFN";"LA FRANCE PLEIN SUD !";"La France plein Sud !";"MARÉCHAL-LE PEN Marion";27939;;;;;;;;;;;;
84;"VAUCLUSE";5;81287;51252;3396;1506;6;"LUD";"CA VA CHANGER";"Ca Va Changer";"ESTROSI Christian";24182;5;"LFN";"LA FRANCE PLEIN SUD !";"La France plein Sud !";"MARÉCHAL-LE PEN Marion";22168;;;;;;;;;;;;
85;"VENDEE";1;106946;61571;1066;1341;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";17490;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";31148;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";10526;;;;;;
85;"VENDEE";2;101299;59523;1077;1372;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";18530;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";27338;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";11206;;;;;;
85;"VENDEE";3;118826;68089;1249;1546;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";17269;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";32907;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";15118;;;;;;
85;"VENDEE";4;96768;57099;1051;1126;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";12533;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";34879;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";7510;;;;;;
85;"VENDEE";5;81142;46794;877;1300;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";13207;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";21872;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";9538;;;;;;
86;"VIENNE";1;79121;44956;1270;987;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";20313;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";14096;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";8290;;;;;;
86;"VIENNE";2;76831;44730;1217;949;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";20631;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";14975;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";6958;;;;;;
86;"VIENNE";3;74486;43831;1110;1302;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";16124;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";14833;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";10462;;;;;;
86;"VIENNE";4;75910;42145;943;1175;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";13387;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";14218;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";12422;;;;;;
87;"HAUTE VIENNE";1;84771;50819;1785;2065;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";22406;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";15414;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";9149;;;;;;
87;"HAUTE VIENNE";2;96994;60745;1981;2478;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";25503;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";19386;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";11397;;;;;;
87;"HAUTE VIENNE";3;83308;50576;1684;1971;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";20716;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";16860;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";9345;;;;;;
88;"VOSGES";1;77156;46638;984;963;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";8231;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";20650;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";15810;;;;;;
88;"VOSGES";2;74021;45518;1044;1259;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";7764;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";18471;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";16980;;;;;;
88;"VOSGES";3;66371;41827;1071;1046;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";8186;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";18026;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";13498;;;;;;
88;"VOSGES";4;67700;42722;1064;1181;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";8359;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";16278;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";15840;;;;;;
89;"YONNE";1;77108;46959;1096;1297;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";14402;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";15019;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";15145;;;;;;
89;"YONNE";2;76621;45690;1095;1471;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";12876;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";14109;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";16139;;;;;;
89;"YONNE";3;88343;50305;1251;1310;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";12868;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";15198;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";19678;;;;;;
90;"TERRITOIRE DE BELFORT";1;47843;28837;688;725;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";8936;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";8413;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";10075;;;;;;
